EntityKey,ATF_ID,RowType,Company,CompanyNorm,ObservedName,VendorName,CompareKey
E-002644,ATF-02644,ATF,JF,JF,Mango,,jf|mango
E-002645,ATF-02645,ATF,JF,JF,Marshmallow,,jf|marshmallow
E-002646,ATF-02646,ATF,JF,JF,Milk Chocolate,,jf|milkchocolate
E-002647,ATF-02647,ATF,JF,JF,Mint,,jf|mint
E-002648,ATF-02648,ATF,JF,JF,New York Cheesecake,,jf|newyorkcheesecake
E-002649,ATF-02649,ATF,JF,JF,Pineapple,,jf|pineapple
E-002650,ATF-02650,ATF,JF,JF,Pink Burst,,jf|pinkburst
E-002651,ATF-02651,ATF,JF,JF,Pomegranate Orange,,jf|pomegranateorange
E-002651,ATF-02651,Major Vendor,JF,JF,Orange Pomegranate,DIY eJuice,jf|orangepomegranate
E-002652,ATF-02652,ATF,JF,JF,RY4 Double,,jf|ry4double
E-002652,ATF-02652,Major Vendor,JF,JF,RY4 Double,DIY eJuice,jf|ry4double
E-002653,ATF-02653,ATF,JF,JF,Shisha Strawberry Kiwi,,jf|shishastrawberrykiwi
E-002654,ATF-02654,ATF,JF,JF,Spearmint,,jf|spearmint
E-002655,ATF-02655,ATF,JF,JF,Strawberry,,jf|strawberry
E-002656,ATF-02656,ATF,JF,JF,Strawberry Cream Bar,,jf|strawberrycreambar
E-002657,ATF-02657,ATF,JF,JF,Strawberry Harvest,,jf|strawberryharvest
E-002658,ATF-02658,ATF,JF,JF,Strawberry Sweet,,jf|strawberrysweet
E-002658,ATF-02658,Major Vendor,JF,JF,Strawberry Sweet,Nomz,jf|strawberrysweet
E-002659,ATF-02659,ATF,JF,JF,Sweet Cinnamon Bun,,jf|sweetcinnamonbun
E-002660,ATF-02660,ATF,JF,JF,Sweet Strawberry Cream,,jf|sweetstrawberrycream
E-002661,ATF-02661,ATF,JF,JF,Sweet Woodruff,,jf|sweetwoodruff
E-002662,ATF-02662,ATF,JF,JF,Sweetener,,jf|sweetener
E-002663,ATF-02663,ATF,JF,JF,Tiramisu,,jf|tiramisu
E-002664,ATF-02664,ATF,JF,JF,Tropic,,jf|tropic
E-002665,ATF-02665,ATF,JF,JF,Ultimate Cake Batter,,jf|ultimatecakebatter
E-002666,ATF-02666,ATF,JF,JF,Ultimate Strawberry,,jf|ultimatestrawberry
E-002666,ATF-02666,Major Vendor,JF,JF,Ultimate Strawberry,DIY eJuice,jf|ultimatestrawberry
E-002666,ATF-02666,Major Vendor,JF,JF,Ultimate Strawberry,Nomz,jf|ultimatestrawberry
E-002667,ATF-02667,ATF,JF,JF,Ultimate Sweetener,,jf|ultimatesweetener
E-002667,ATF-02667,Major Vendor,JF,JF,Ultimate Sweetener,Nomz,jf|ultimatesweetener
E-002668,ATF-02668,ATF,JF,JF,Vanilla,,jf|vanilla
E-002669,ATF-02669,ATF,JF,JF,Vanilla Custard,,jf|vanillacustard
E-002670,ATF-02670,ATF,JF,JF,Watermelon,,jf|watermelon
E-002670,ATF-02670,Major Vendor,JF,JF,Watermelon,DIY eJuice,jf|watermelon
E-002671,ATF-02671,ATF,JF,JF,Yellow Cake,,jf|yellowcake
E-002671,ATF-02671,Major Vendor,JF,JF,Yellow Cake,DIY eJuice,jf|yellowcake
E-002671,ATF-02671,Major Vendor,JF,JF,Yellow Cake,Nomz,jf|yellowcake
E-002672,ATF-02672,ATF,LA,LA,Almond (Natural),,la|almondnatural
E-002673,ATF-02673,ATF,LA,LA,Almond Oil,,la|almondoil
E-002674,ATF-02674,ATF,LA,LA,Amaretto,,la|amaretto
E-002674,ATF-02674,Major Vendor,LA,LA,Amaretto,DIY eJuice,la|amaretto
E-002675,ATF-02675,ATF,LA,LA,Anise Oil Natural,,la|aniseoilnatural
E-002676,ATF-02676,ATF,LA,LA,Apple,,la|apple
E-002676,ATF-02676,Major Vendor,LA,LA,Apple,DIY eJuice,la|apple
E-002677,ATF-02677,ATF,LA,LA,Apricot,,la|apricot
E-002678,ATF-02678,ATF,LA,LA,Banana Cream,,la|bananacream
E-002678,ATF-02678,Major Vendor,LA,LA,Banana Cream,Bull City,la|bananacream
E-002678,ATF-02678,Major Vendor,LA,LA,Banana Cream,DIY eJuice,la|bananacream
E-002678,ATF-02678,Major Vendor,LA,LA,Banana Cream (Clear),DIY eJuice,la|bananacreamclear
E-002679,ATF-02679,ATF,LA,LA,Banana Cream (Colored),,la|bananacreamcolored
E-002680,ATF-02680,ATF,LA,LA,"Banana, Natural",,la|banananatural
E-002681,ATF-02681,ATF,LA,LA,Bavarian Cream (vanilla),,la|bavariancreamvanilla
E-002681,ATF-02681,Major Vendor,LA,LA,Bavarian Cream,DIY eJuice,la|bavariancream
E-002682,ATF-02682,ATF,LA,LA,Black Cherry,,la|blackcherry
E-002682,ATF-02682,Major Vendor,LA,LA,Black Cherry,DIY eJuice,la|blackcherry
E-002683,ATF-02683,ATF,LA,LA,Black Walnut,,la|blackwalnut
E-002684,ATF-02684,ATF,LA,LA,Blackberry,,la|blackberry
E-002684,ATF-02684,Major Vendor,LA,LA,Blackberry,DIY eJuice,la|blackberry
E-002685,ATF-02685,ATF,LA,LA,Blue Raspberry,,la|blueraspberry
E-002685,ATF-02685,Major Vendor,LA,LA,Blue Raspberry,DIY eJuice,la|blueraspberry
E-002686,ATF-02686,ATF,LA,LA,Blueberry,,la|blueberry
E-002686,ATF-02686,Major Vendor,LA,LA,Blueberry,Bull City,la|blueberry
E-002686,ATF-02686,Major Vendor,LA,LA,Blueberry,DIY eJuice,la|blueberry
E-002686,ATF-02686,Major Vendor,LA,LA,Blueberry (Clear),DIY eJuice,la|blueberryclear
E-002687,ATF-02687,ATF,LA,LA,Brandy,,la|brandy
E-002688,ATF-02688,ATF,LA,LA,Bubble Gum,,la|bubblegum
E-002688,ATF-02688,Major Vendor,LA,LA,Bubble Gum,Bull City,la|bubblegum
E-002688,ATF-02688,Major Vendor,LA,LA,Bubblegum,DIY eJuice,la|bubblegum
E-002688,ATF-02688,Major Vendor,LA,LA,Bubblegum (Clear),DIY eJuice,la|bubblegumclear
E-002689,ATF-02689,ATF,LA,LA,Butter,,la|butter
E-002690,ATF-02690,ATF,LA,LA,Butter Rum,,la|butterrum
E-002690,ATF-02690,Major Vendor,LA,LA,Butter Rum,Bull City,la|butterrum
E-002690,ATF-02690,Major Vendor,LA,LA,Butter Rum,DIY eJuice,la|butterrum
E-002691,ATF-02691,ATF,LA,LA,Buttered Popcorn,,la|butteredpopcorn
E-002692,ATF-02692,ATF,LA,LA,Butterscotch,,la|butterscotch
E-002692,ATF-02692,Major Vendor,LA,LA,Butterscotch,DIY eJuice,la|butterscotch
E-002693,ATF-02693,ATF,LA,LA,Cake Batter,,la|cakebatter
E-002693,ATF-02693,Major Vendor,LA,LA,Cake Batter,DIY eJuice,la|cakebatter
E-002694,ATF-02694,ATF,LA,LA,Caramel,,la|caramel
E-002694,ATF-02694,Major Vendor,LA,LA,Caramel,DIY eJuice,la|caramel
E-002695,ATF-02695,ATF,LA,LA,Cheesecake,,la|cheesecake
E-002695,ATF-02695,Major Vendor,LA,LA,Cheesecake,DIY eJuice,la|cheesecake
E-002696,ATF-02696,ATF,LA,LA,Cherry,,la|cherry
E-002696,ATF-02696,Major Vendor,LA,LA,Cherry,DIY eJuice,la|cherry
E-002696,ATF-02696,Major Vendor,LA,LA,Cherry (Clear),DIY eJuice,la|cherryclear
E-002697,ATF-02697,ATF,LA,LA,Chocolate,,la|chocolate
E-002697,ATF-02697,Major Vendor,LA,LA,Chocolate,DIY eJuice,la|chocolate
E-002698,ATF-02698,ATF,LA,LA,Chocolate (Natural),,la|chocolatenatural
E-002699,ATF-02699,ATF,LA,LA,Chocolate Hazelnut,,la|chocolatehazelnut
E-002700,ATF-02700,ATF,LA,LA,Cinnamon Oil,,la|cinnamonoil
E-002701,ATF-02701,ATF,LA,LA,Cinnamon Roll,,la|cinnamonroll
E-002701,ATF-02701,Major Vendor,LA,LA,Cinnamon Roll,DIY eJuice,la|cinnamonroll
E-002702,ATF-02702,ATF,LA,LA,Citrus Blossom,,la|citrusblossom
E-002703,ATF-02703,ATF,LA,LA,"Clove Oil, Natural",,la|cloveoilnatural
E-002704,ATF-02704,ATF,LA,LA,Coconut,,la|coconut
E-002704,ATF-02704,Major Vendor,LA,LA,Coconut,DIY eJuice,la|coconut
E-002705,ATF-02705,ATF,LA,LA,Coffee,,la|coffee
E-002705,ATF-02705,Major Vendor,LA,LA,Coffee,DIY eJuice,la|coffee
E-002706,ATF-02706,ATF,LA,LA,Coffee Keoke (kahlua),,la|coffeekeokekahlua
E-002706,ATF-02706,Alias,,LA,Keoke Coffee,,la|keokecoffee
E-002706,ATF-02706,Major Vendor,LA,LA,Keoke Coffee,DIY eJuice,la|keokecoffee
E-002707,ATF-02707,ATF,LA,LA,Cola,,la|cola
E-002708,ATF-02708,ATF,LA,LA,Cotton Candy,,la|cottoncandy
E-002708,ATF-02708,Major Vendor,LA,LA,Cotton Candy,DIY eJuice,la|cottoncandy
E-002709,ATF-02709,ATF,LA,LA,Cran Raspberry,,la|cranraspberry
E-002710,ATF-02710,ATF,LA,LA,Cranberry,,la|cranberry
E-002710,ATF-02710,Major Vendor,LA,LA,Cranberry,DIY eJuice,la|cranberry
E-002711,ATF-02711,ATF,LA,LA,Cream Cheese Icing,,la|creamcheeseicing
E-002711,ATF-02711,Major Vendor,LA,LA,Cream Cheese Icing,Bull City,la|creamcheeseicing
E-002711,ATF-02711,Major Vendor,LA,LA,Cream Cheese Icing,DIY eJuice,la|creamcheeseicing
E-002711,ATF-02711,Major Vendor,LA,LA,Cream Cheese Icing,Nomz,la|creamcheeseicing
E-002712,ATF-02712,ATF,LA,LA,Creamy Caramel,,la|creamycaramel
E-002713,ATF-02713,ATF,LA,LA,Creme De Menthe,,la|cremedementhe
E-002713,ATF-02713,Major Vendor,LA,LA,Cool Creme De Menthe,DIY eJuice,la|coolcremedementhe
E-002713,ATF-02713,Major Vendor,LA,LA,Creme de Menthe,DIY eJuice,la|cremedementhe
E-002714,ATF-02714,ATF,LA,LA,Eggnog,,la|eggnog
E-002714,ATF-02714,Major Vendor,LA,LA,Egg Nog,DIY eJuice,la|eggnog
E-002715,ATF-02715,ATF,LA,LA,English Toffee,,la|englishtoffee
E-002715,ATF-02715,Major Vendor,LA,LA,English Toffee,DIY eJuice,la|englishtoffee
E-002716,ATF-02716,ATF,LA,LA,Grape,,la|grape
E-002716,ATF-02716,Major Vendor,LA,LA,Grape,DIY eJuice,la|grape
E-002716,ATF-02716,Major Vendor,LA,LA,Grape (Clear),DIY eJuice,la|grapeclear
E-002717,ATF-02717,ATF,LA,LA,Green Apple,,la|greenapple
E-002717,ATF-02717,Major Vendor,LA,LA,Green Apple,DIY eJuice,la|greenapple
E-002718,ATF-02718,ATF,LA,LA,Guava,,la|guava
E-002719,ATF-02719,ATF,LA,LA,Honey,,la|honey
E-002719,ATF-02719,Major Vendor,LA,LA,Honey,DIY eJuice,la|honey
E-002720,ATF-02720,ATF,LA,LA,Horehound,,la|horehound
E-002721,ATF-02721,ATF,LA,LA,Irish Cream,,la|irishcream
E-002721,ATF-02721,Major Vendor,LA,LA,Irish Cream,DIY eJuice,la|irishcream
E-002722,ATF-02722,ATF,LA,LA,"Key Lime Oil, Natural",,la|keylimeoilnatural
E-002723,ATF-02723,ATF,LA,LA,"Lemon Oil, Natural",,la|lemonoilnatural
E-002724,ATF-02724,ATF,LA,LA,Lemonade,,la|lemonade
E-002724,ATF-02724,Major Vendor,LA,LA,Lemonade,Bull City,la|lemonade
E-002724,ATF-02724,Major Vendor,LA,LA,Lemonade,DIY eJuice,la|lemonade
E-002724,ATF-02724,Major Vendor,LA,LA,Lemonade,Nomz,la|lemonade
E-002725,ATF-02725,ATF,LA,LA,Licorice,,la|licorice
E-002725,ATF-02725,Major Vendor,LA,LA,Licorice,DIY eJuice,la|licorice
E-002726,ATF-02726,ATF,LA,LA,"Lime Oil, Natural",,la|limeoilnatural
E-002727,ATF-02727,ATF,LA,LA,Mango,,la|mango
E-002727,ATF-02727,Major Vendor,LA,LA,Mango,DIY eJuice,la|mango
E-002728,ATF-02728,ATF,LA,LA,Maple,,la|maple
E-002728,ATF-02728,Major Vendor,LA,LA,Canadian Maple,DIY eJuice,la|canadianmaple
E-002729,ATF-02729,ATF,LA,LA,Marshmallow,,la|marshmallow
E-002729,ATF-02729,Major Vendor,LA,LA,Marshmallow,DIY eJuice,la|marshmallow
E-002730,ATF-02730,ATF,LA,LA,Melon,,la|melon
E-002730,ATF-02730,Major Vendor,LA,LA,Melon,DIY eJuice,la|melon
E-002731,ATF-02731,ATF,LA,LA,Mint Chocolate Chip,,la|mintchocolatechip
E-002731,ATF-02731,Major Vendor,LA,LA,Mint Chocolate Chip,DIY eJuice,la|mintchocolatechip
E-002732,ATF-02732,ATF,LA,LA,New York Cheesecake,,la|newyorkcheesecake
E-002733,ATF-02733,ATF,LA,LA,Orange Cream,,la|orangecream
E-002733,ATF-02733,Major Vendor,LA,LA,Orange Cream,DIY eJuice,la|orangecream
E-002734,ATF-02734,ATF,LA,LA,"Orange Oil, Natural",,la|orangeoilnatural
E-002735,ATF-02735,ATF,LA,LA,Peach,,la|peach
E-002735,ATF-02735,Major Vendor,LA,LA,Peach,DIY eJuice,la|peach
E-002735,ATF-02735,Major Vendor,LA,LA,Peach (Colorless),DIY eJuice,la|peachcolorless
E-002736,ATF-02736,ATF,LA,LA,Peanut Butter,,la|peanutbutter
E-002736,ATF-02736,Major Vendor,LA,LA,Peanut Butter,DIY eJuice,la|peanutbutter
E-002737,ATF-02737,ATF,LA,LA,"Pear, Natural",,la|pearnatural
E-002737,ATF-02737,Major Vendor,LA,LA,Pear,DIY eJuice,la|pear
E-002738,ATF-02738,ATF,LA,LA,Pecan,,la|pecan
E-002739,ATF-02739,ATF,LA,LA,"Peppermint, Natural",,la|peppermintnatural
E-002740,ATF-02740,ATF,LA,LA,Pina Colada,,la|pinacolada
E-002740,ATF-02740,Major Vendor,LA,LA,Pina Colada,DIY eJuice,la|pinacolada
E-002741,ATF-02741,ATF,LA,LA,Pineapple,,la|pineapple
E-002741,ATF-02741,Major Vendor,LA,LA,Pineapple,DIY eJuice,la|pineapple
E-002742,ATF-02742,ATF,LA,LA,Pistachio,,la|pistachio
E-002742,ATF-02742,Major Vendor,LA,LA,Pistachio,DIY eJuice,la|pistachio
E-002743,ATF-02743,ATF,LA,LA,Plum,,la|plum
E-002743,ATF-02743,Major Vendor,LA,LA,Plum,DIY eJuice,la|plum
E-002744,ATF-02744,ATF,LA,LA,Pomegranate,,la|pomegranate
E-002744,ATF-02744,Major Vendor,LA,LA,Pomegranate,DIY eJuice,la|pomegranate
E-002744,ATF-02744,Major Vendor,LA,LA,Pomegranate (Clear),DIY eJuice,la|pomegranateclear
E-002745,ATF-02745,ATF,LA,LA,"Pomegranate, Natural",,la|pomegranatenatural
E-002746,ATF-02746,ATF,LA,LA,Pralines And Cream,,la|pralinesandcream
E-002746,ATF-02746,Major Vendor,LA,LA,Pralines and Cream,DIY eJuice,la|pralinesandcream
E-002747,ATF-02747,ATF,LA,LA,Pumpkin,,la|pumpkin
E-002748,ATF-02748,ATF,LA,LA,Raspberry,,la|raspberry
E-002748,ATF-02748,Major Vendor,LA,LA,Raspberry,DIY eJuice,la|raspberry
E-002748,ATF-02748,Major Vendor,LA,LA,Raspberry (Clear),DIY eJuice,la|raspberryclear
E-002749,ATF-02749,ATF,LA,LA,Red Licorice,,la|redlicorice
E-002750,ATF-02750,ATF,LA,LA,Root Beer,,la|rootbeer
E-002750,ATF-02750,Major Vendor,LA,LA,Root Beer,DIY eJuice,la|rootbeer
E-002751,ATF-02751,ATF,LA,LA,Rum,,la|rum
E-002752,ATF-02752,ATF,LA,LA,Salt Water Taffy,,la|saltwatertaffy
E-002752,ATF-02752,Major Vendor,LA,LA,Salt Water Taffy,DIY eJuice,la|saltwatertaffy
E-002753,ATF-02753,ATF,LA,LA,Sassafras,,la|sassafras
E-002754,ATF-02754,ATF,LA,LA,Sparkling Wine (champagne),,la|sparklingwinechampagne
E-002754,ATF-02754,Major Vendor,LA,LA,Sparkling Wine,DIY eJuice,la|sparklingwine
E-002755,ATF-02755,ATF,LA,LA,"Spearmint Oil, Natural",,la|spearmintoilnatural
E-002756,ATF-02756,ATF,LA,LA,Strawberry,,la|strawberry
E-002756,ATF-02756,Major Vendor,LA,LA,Strawberry,DIY eJuice,la|strawberry
E-002756,ATF-02756,Major Vendor,LA,LA,Strawberry (Clear),DIY eJuice,la|strawberryclear
E-002757,ATF-02757,ATF,LA,LA,Strawberry Banana,,la|strawberrybanana
E-002758,ATF-02758,ATF,LA,LA,Strawberry Kiwi,,la|strawberrykiwi
E-002758,ATF-02758,Major Vendor,LA,LA,Strawberry Kiwi,DIY eJuice,la|strawberrykiwi
E-002759,ATF-02759,ATF,LA,LA,"Tangerine Oil, Natural",,la|tangerineoilnatural
E-002760,ATF-02760,ATF,LA,LA,Tart and Sour,,la|tartandsour
E-002760,ATF-02760,Major Vendor,LA,LA,Tart and Sour,DIY eJuice,la|tartandsour
E-002761,ATF-02761,ATF,LA,LA,Tropical Punch (passion Fruit),,la|tropicalpunchpassionfruit
E-002761,ATF-02761,Major Vendor,LA,LA,Tropical Punch,DIY eJuice,la|tropicalpunch
E-002762,ATF-02762,ATF,LA,LA,Tutti Frutti,,la|tuttifrutti
E-002762,ATF-02762,Major Vendor,LA,LA,Tutti Frutti,DIY eJuice,la|tuttifrutti
E-002763,ATF-02763,ATF,LA,LA,Vanilla Butternut,,la|vanillabutternut
E-002763,ATF-02763,Major Vendor,LA,LA,Vanilla Butternut,DIY eJuice,la|vanillabutternut
E-002764,ATF-02764,ATF,LA,LA,Watermelon,,la|watermelon
E-002764,ATF-02764,Major Vendor,LA,LA,Watermelon,Bull City,la|watermelon
E-002764,ATF-02764,Major Vendor,LA,LA,Watermelon,DIY eJuice,la|watermelon
E-002764,ATF-02764,Major Vendor,LA,LA,Watermelon (Clear),DIY eJuice,la|watermelonclear
E-002765,ATF-02765,ATF,LA,LA,Wintergreen,,la|wintergreen
E-002765,ATF-02765,Major Vendor,LA,LA,Wintergreen,DIY eJuice,la|wintergreen
E-002766,ATF-02766,ATF,LB,LB,Baked Cinnamon Roll,,lb|bakedcinnamonroll
E-002766,ATF-02766,Major Vendor,LB,LB,Baked Cinnamon Roll,DIY eJuice,lb|bakedcinnamonroll
E-002767,ATF-02767,ATF,LB,LB,Baker's Touch,,lb|bakerstouch
E-002767,ATF-02767,Major Vendor,LB,LB,Bakers Touch,DIY eJuice,lb|bakerstouch
E-002768,ATF-02768,ATF,LB,LB,Banana,,lb|banana
E-002768,ATF-02768,Major Vendor,LB,LB,Banana,DIY eJuice,lb|banana
E-002769,ATF-02769,ATF,LB,LB,Belgian Waffle,,lb|belgianwaffle
E-002769,ATF-02769,Major Vendor,LB,LB,Belgian Waffle,DIY eJuice,lb|belgianwaffle
E-002770,ATF-02770,ATF,LB,LB,Blue Raspberry,,lb|blueraspberry
E-002770,ATF-02770,Major Vendor,LB,LB,Blue Raspberry,DIY eJuice,lb|blueraspberry
E-002770,ATF-02770,Major Vendor,LB,LB,Blue Raspberry,Nomz,lb|blueraspberry
E-002771,ATF-02771,ATF,LB,LB,Butterscotch Graham Tobacco,,lb|butterscotchgrahamtobacco
E-002772,ATF-02772,ATF,LB,LB,Cappuccino,,lb|cappuccino
E-002772,ATF-02772,Major Vendor,LB,LB,Cappuccino,DIY eJuice,lb|cappuccino
E-002773,ATF-02773,ATF,LB,LB,Cherry Blossom Tea,,lb|cherryblossomtea
E-002773,ATF-02773,Major Vendor,LB,LB,Cherry Blossom Tea,DIY eJuice,lb|cherryblossomtea
E-002774,ATF-02774,ATF,LB,LB,Chocolate Roll,,lb|chocolateroll
E-002774,ATF-02774,Major Vendor,LB,LB,Chocolate Roll,DIY eJuice,lb|chocolateroll
E-002775,ATF-02775,ATF,LB,LB,Coconut Milk,,lb|coconutmilk
E-002775,ATF-02775,Major Vendor,LB,LB,Coconut Milk,DIY eJuice,lb|coconutmilk
E-002776,ATF-02776,ATF,LB,LB,Cola Freeze,,lb|colafreeze
E-002776,ATF-02776,Major Vendor,LB,LB,Cola Freeze,DIY eJuice,lb|colafreeze
E-002777,ATF-02777,ATF,LB,LB,Cranberry Cobbler,,lb|cranberrycobbler
E-002778,ATF-02778,ATF,LB,LB,Cream,,lb|cream
E-002778,ATF-02778,Major Vendor,LB,LB,Cream,DIY eJuice,lb|cream
E-002779,ATF-02779,ATF,LB,LB,Creme Brulee,,lb|cremebrulee
E-002779,ATF-02779,Major Vendor,LB,LB,Creme Brulee,DIY eJuice,lb|cremebrulee
E-002780,ATF-02780,ATF,LB,LB,Dew Mountain,,lb|dewmountain
E-002780,ATF-02780,Major Vendor,LB,LB,Dew Mountain,DIY eJuice,lb|dewmountain
E-002781,ATF-02781,ATF,LB,LB,Eggnog,,lb|eggnog
E-002782,ATF-02782,ATF,LB,LB,Fresh Cream,,lb|freshcream
E-002782,ATF-02782,Major Vendor,LB,LB,Fresh Cream,DIY eJuice,lb|freshcream
E-002783,ATF-02783,ATF,LB,LB,Giant Swan,,lb|giantswan
E-002784,ATF-02784,ATF,LB,LB,Greek Yogurt,,lb|greekyogurt
E-002784,ATF-02784,Major Vendor,LB,LB,Greek Yogurt,DIY eJuice,lb|greekyogurt
E-002785,ATF-02785,ATF,LB,LB,Green Apple,,lb|greenapple
E-002785,ATF-02785,Major Vendor,LB,LB,Green Apple,DIY eJuice,lb|greenapple
E-002786,ATF-02786,ATF,LB,LB,Honeydew,,lb|honeydew
E-002786,ATF-02786,Major Vendor,LB,LB,Honeydew,DIY eJuice,lb|honeydew
E-002787,ATF-02787,ATF,LB,LB,Lava Cake,,lb|lavacake
E-002787,ATF-02787,Major Vendor,LB,LB,Lava Cake,DIY eJuice,lb|lavacake
E-002788,ATF-02788,ATF,LB,LB,Menthol,,lb|menthol
E-002788,ATF-02788,Major Vendor,LB,LB,Menthol,DIY eJuice,lb|menthol
E-002789,ATF-02789,ATF,LB,LB,Moon Sugar (MGV),,lb|moonsugarmgv
E-002790,ATF-02790,ATF,LB,LB,Orange Banana,,lb|orangebanana
E-002790,ATF-02790,Major Vendor,LB,LB,Orange Banana,DIY eJuice,lb|orangebanana
E-002791,ATF-02791,ATF,LB,LB,Pacific Cooler,,lb|pacificcooler
E-002791,ATF-02791,Major Vendor,LB,LB,Pacific Cooler,DIY eJuice,lb|pacificcooler
E-002792,ATF-02792,ATF,LB,LB,Peach,,lb|peach
E-002792,ATF-02792,Major Vendor,LB,LB,Peach,DIY eJuice,lb|peach
E-002793,ATF-02793,ATF,LB,LB,Peppermint,,lb|peppermint
E-002794,ATF-02794,ATF,LB,LB,Pi̱a Colada,,lb|piacolada
E-002794,ATF-02794,Major Vendor,LB,LB,Pina Colada,DIY eJuice,lb|pinacolada
E-002795,ATF-02795,ATF,LB,LB,Pineapple,,lb|pineapple
E-002795,ATF-02795,Major Vendor,LB,LB,Pineapple,DIY eJuice,lb|pineapple
E-002796,ATF-02796,ATF,LB,LB,Pineapple Sherbert,,lb|pineapplesherbert
E-002797,ATF-02797,ATF,LB,LB,Pink Lemonade,,lb|pinklemonade
E-002797,ATF-02797,Major Vendor,LB,LB,Pink Lemonade,DIY eJuice,lb|pinklemonade
E-002798,ATF-02798,ATF,LB,LB,Pumpkin Pie,,lb|pumpkinpie
E-002799,ATF-02799,ATF,LB,LB,Rainbow Sherbet,,lb|rainbowsherbet
E-002799,ATF-02799,Major Vendor,LB,LB,Rainbow Sherbert,DIY eJuice,lb|rainbowsherbert
E-002800,ATF-02800,ATF,LB,LB,Rootbeer,,lb|rootbeer
E-002800,ATF-02800,Major Vendor,LB,LB,Root Beer,DIY eJuice,lb|rootbeer
E-002801,ATF-02801,ATF,LB,LB,Snickerdoodle,,lb|snickerdoodle
E-002801,ATF-02801,Major Vendor,LB,LB,Snickerdoodle,DIY eJuice,lb|snickerdoodle
E-002802,ATF-02802,ATF,LB,LB,Sour,,lb|sour
E-002802,ATF-02802,Major Vendor,LB,LB,Sour,DIY eJuice,lb|sour
E-002803,ATF-02803,ATF,LB,LB,Sour Gummy,,lb|sourgummy
E-002803,ATF-02803,Major Vendor,LB,LB,Sour Gummy,DIY eJuice,lb|sourgummy
E-002804,ATF-02804,ATF,LB,LB,Strawberry,,lb|strawberry
E-002804,ATF-02804,Major Vendor,LB,LB,Strawberry,DIY eJuice,lb|strawberry
E-002805,ATF-02805,ATF,LB,LB,Strawberry Cheesecake,,lb|strawberrycheesecake
E-002805,ATF-02805,Major Vendor,LB,LB,Strawberry Cheesecake,DIY eJuice,lb|strawberrycheesecake
E-002806,ATF-02806,ATF,LB,LB,Sweet Pipe Tobacco,,lb|sweetpipetobacco
E-002806,ATF-02806,Major Vendor,LB,LB,Sweet Pipe Tobacco,DIY eJuice,lb|sweetpipetobacco
E-002807,ATF-02807,ATF,LB,LB,Sweetener,,lb|sweetener
E-002807,ATF-02807,Major Vendor,LB,LB,Sweetener,DIY eJuice,lb|sweetener
E-002808,ATF-02808,ATF,LB,LB,Tobacco,,lb|tobacco
E-002808,ATF-02808,Major Vendor,LB,LB,Tobacco,DIY eJuice,lb|tobacco
E-002809,ATF-02809,ATF,LB,LB,Vanilla Cream Tobacco,,lb|vanillacreamtobacco
E-002810,ATF-02810,ATF,LB,LB,Vanilla Ice Cream,,lb|vanillaicecream
E-002810,ATF-02810,Major Vendor,LB,LB,Vanilla Ice Cream,DIY eJuice,lb|vanillaicecream
E-002810,ATF-02810,Major Vendor,LB,LB,Vanilla Ice Cream,Nomz,lb|vanillaicecream
E-002811,ATF-02811,ATF,LB,LB,Vanilla Mint,,lb|vanillamint
E-002811,ATF-02811,Major Vendor,LB,LB,Vanilla Mint,DIY eJuice,lb|vanillamint
E-002812,ATF-02812,ATF,LB,LB,Vienna Cream,,lb|viennacream
E-002812,ATF-02812,Major Vendor,LB,LB,Vienna Cream,DIY eJuice,lb|viennacream
E-002813,ATF-02813,ATF,LB,LB,White Chocolate,,lb|whitechocolate
E-002814,ATF-02814,ATF,LB,LB,White Chocolate Peppermint,,lb|whitechocolatepeppermint
E-002814,ATF-02814,Major Vendor,LB,LB,White Chocolate Peppermint,DIY eJuice,lb|whitechocolatepeppermint
E-002815,ATF-02815,ATF,MB,SSA,Acetyl Pyrazine AP-50,,ssa|acetylpyrazineap50
E-002816,ATF-02816,ATF,MB,SSA,American Bubble Gum,,ssa|americanbubblegum
E-002816,ATF-02816,Major Vendor,SSA,SSA,American Bubble Gum (MB),Bull City,ssa|americanbubblegummb
E-002816,ATF-02816,Major Vendor,MB,SSA,American Bubblegum,DIY eJuice,ssa|americanbubblegum
E-002816,ATF-02816,Major Vendor,SSA,SSA,American Bubble Gum (MB),Nomz,ssa|americanbubblegummb
E-002817,ATF-02817,ATF,MB,SSA,American Classic Blend,,ssa|americanclassicblend
E-002818,ATF-02818,ATF,MB,SSA,Anise Star,,ssa|anisestar
E-002819,ATF-02819,ATF,MB,SSA,Apricot,,ssa|apricot
E-002820,ATF-02820,ATF,MB,SSA,Ash Cigar,,ssa|ashcigar
E-002821,ATF-02821,ATF,MB,SSA,Attitude,,ssa|attitude
E-002822,ATF-02822,ATF,MB,SSA,Big Watermelon,,ssa|bigwatermelon
E-002822,ATF-02822,Major Vendor,SSA,SSA,Big Watermelon (MB),Bull City,ssa|bigwatermelonmb
E-002822,ATF-02822,Major Vendor,MB,SSA,Big Watermelon,DIY eJuice,ssa|bigwatermelon
E-002822,ATF-02822,Major Vendor,SSA,SSA,Big Watermelon (MB),Nomz,ssa|bigwatermelonmb
E-002823,ATF-02823,ATF,MB,SSA,Blue Rock Candy,,ssa|bluerockcandy
